epoch,train_error,test_error,epoch_time,convergence_time
0,0.197353,0.850000,5042,0
1,0.182932,0.850000,4664,0
2,0.182895,0.850000,4598,0
3,0.182880,0.850000,4602,0
4,0.182869,0.920000,4622,0
5,0.182851,0.920000,4767,0
6,0.182818,0.920000,4801,0
7,0.182766,0.920000,4680,0
8,0.182696,0.920000,4646,0
9,0.182611,0.920000,4971,0
10,0.182516,0.920000,5578,0
11,0.182417,0.920000,5192,0
12,0.182316,0.920000,4890,0
13,0.182218,0.920000,4935,0
14,0.182124,0.920000,4765,0
15,0.182036,0.920000,4713,0
16,0.181955,0.920000,4724,0
17,0.181881,0.920000,4870,0
18,0.181815,0.920000,5073,0
19,0.181756,0.790000,5061,0
20,0.181704,0.830000,5201,0
21,0.181659,0.850000,4932,0
22,0.181621,0.850000,4798,0
23,0.181591,0.860000,4984,0
24,0.181568,0.860000,4960,0
25,0.181551,0.860000,4909,0
26,0.181543,0.860000,4909,0
27,0.181541,0.860000,4811,0
28,0.181547,0.860000,4879,0
29,0.181561,0.860000,4885,0
30,0.181582,0.860000,4683,0
31,0.181611,0.860000,4688,0
32,0.181648,0.860000,4687,0
33,0.181692,0.860000,4788,0
34,0.181744,0.860000,4771,0
35,0.181802,0.860000,4878,0
36,0.181865,0.850000,4942,0
37,0.181932,0.850000,4765,0
38,0.181999,0.830000,4736,0
39,0.182062,0.810000,4713,0
40,0.182117,0.810000,4769,0
41,0.182157,0.810000,4820,0
42,0.182172,0.800000,4712,0
43,0.182151,0.770000,4804,0
44,0.182083,0.770000,4795,0
45,0.181952,0.800000,5198,0
46,0.181740,0.780000,5074,0
47,0.181426,0.800000,5112,0
48,0.180983,0.800000,5133,0
49,0.180376,0.800000,4936,0
